49,银隆新能源,19.5,交通出行,2009,珠海,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,三胞国际医疗,19.3,大健康,2014,上海,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,优信互联,17,电子商务,2011,北京,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,蔚来汽车,16.7,交通出行,2014,上海,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,土巴兔,16,电子商务,2008,深圳,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,钉钉,15.5,企业服务,2014,杭州,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,拍拍贷,15,互联网金融,2007,上海,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,微医集团,15,大健康,2010,杭州,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,口袋购物,15,电子商务,2011,北京,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,APUSgroup,15,软件应用,2014,北京,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,界面,15,新媒体,2014,上海,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,英雄互娱,15,文化娱乐,2015,北京,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,乐视影业,14.7,文化娱乐,2011,北京,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,宝宝树,14.5,电子商务,2007,北京,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,微贷网,13.8,互联网金融,2011,杭州,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,安能物流,13,物流,2010,上海,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,途家网,13,旅游,2011,北京,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,58到家,13,电子商务,2014,天津,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,罗计物流,12.6,物流,2014,北京,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,爱屋吉屋,12.5,房地产,2014,上海,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,易果生鲜,12,电子商务,2007,上海,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,易生金服,12,互联网金融,2011,北京,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,猫眼电影,12,文化娱乐,2012,北京,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,ETCP停车,12,交通出行,2012,北京,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,新达达,12,物流,2016,上海,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,分期乐,11.8,互联网金融,2014,深圳,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,360企业安全,11.6,网络安全,2014,北京,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,百望云,11.2,云服务,2015,北京,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,金山云,11.1,云服务,2011,北京,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,乐视云,10.8,云服务,2014,北京,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,沪江网校,10.8,互联网教育,2015,上海,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,要出发,10.6,旅游,2011,广州,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,玖富,10,互联网金融,2006,北京,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,猎聘网,10,企业服务,2006,北京,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,波奇网,10,电子商务,2007,上海,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83, VIPABC,10,互联网教育,2008,北京,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,纷享逍客,10,企业服务,2008,北京,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,亿赞普,10,大数据,2008,北京,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,掌阅科技,10,文化娱乐,2008,北京,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,我买网,10,电子商务,2009,北京,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,易到用车,10,交通出行,2010,北京,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,车易拍,10,电子商务,2010,北京,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,酒仙网,10,电子商务,2010,北京,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,36氪,10,新媒体,2010,北京,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,洋码头,10,电子商务,2010,上海,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,魔方公寓,10,房地产,2010,上海,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,蜜芽宝贝,10,电子商务,2011,北京,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,融360,10,互联网金融,2011,北京,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,春雨医生,10,大健康,2011,北京,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,瓜子二手车,10,电子商务,2011,北京,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,信达生物制药,10,大健康,2011,苏州,,,,,,,,,,,,,,,,,,,,,,,83,信达生物制药,10,大健康,2011,苏州
83,geo集奥聚合,10,大数据,2012,北京,,,,,,,,,,,,,,,,,,,,,,,83,geo集奥聚合,10,大数据,2012,北京
83,纳恩博,10,交通出行,2012,北京,,,,,,,,,,,,,,,,,,,,,,,83,纳恩博,10,交通出行,2012,北京
83,云知声,10,人工智能,2012,北京,,,,,,,,,,,,,,,,,,,,,,,83,云知声,10,人工智能,2012,北京
83,知乎,10,社交,2012,北京,,,,,,,,,,,,,,,,,,,,,,,83,知乎,10,社交,2012,北京
83,触宝科技,10,软件应用,2012,上海,,,,,,,,,,,,,,,,,,,,,,,83,触宝科技,10,软件应用,2012,上海
83,ii万能钥匙,10,软件应用,2012,上海,,,,,,,,,,,,,,,,,,,,,,,83,ii万能钥匙,10,软件应用,2012,上海
83,辣妈帮,10,社交,2012,深圳,,,,,,,,,,,,,,,,,,,,,,,83,辣妈帮,10,社交,2012,深圳
83,优必选科技,10,人工智能,2012,深圳,,,,,,,,,,,,,,,,,,,,,,,83,优必选科技,10,人工智能,2012,深圳
83,车猫二手车,10,电子商务,2012,杭州,,,,,,,,,,,,,,,,,,,,,,,83,车猫二手车,10,电子商务,2012,杭州
83,51信用卡,10,互联网金融,2012,杭州,,,,,,,,,,,,,,,,,,,,,,,83,51信用卡,10,互联网金融,2012,杭州
83,卷皮,10,电子商务,2012,武汉,,,,,,,,,,,,,,,,,,,,,,,83,卷皮,10,电子商务,2012,武汉
83,孩子王,10,电子商务,2012,南京,,,,,,,,,,,,,,,,,,,,,,,83,孩子王,10,电子商务,2012,南京
83, VIPKID,10,互联网教育,2013,北京,,,,,,,,,,,,,,,,,,,,,,,83, VIPKID,10,互联网教育,2013,北京
83,小红书,10,电子商务,2013,上海,,,,,,,,,,,,,,,,,,,,,,,83,小红书,10,电子商务,2013,上海
83,美菜网,10,电子商务,2014,北京,,,,,,,,,,,,,,,,,,,,,,,83,美菜网,10,电子商务,2014,北京
83,云鸟配送,10,物流,2014,北京,,,,,,,,,,,,,,,,,,,,,,,83,云鸟配送,10,物流,2014,北京
83,ofo共享单车,10,交通出行,2014,北京,,,,,,,,,,,,,,,,,,,,,,,83,ofo共享单车,10,交通出行,2014,北京
83,商汤科技,10,人工智能,2014,北京,,,,,,,,,,,,,,,,,,,,,,,83,商汤科技,10,人工智能,2014,北京
83,贝贝网,10,电子商务,2014,杭州,,,,,,,,,,,,,,,,,,,,,,,83,贝贝网,10,电子商务,2014,杭州
83,拼多多,10,电子商务,2014,杭州,,,,,,,,,,,,,,,,,,,,,,,83,拼多多,10,电子商务,2014,杭州
83,乐道互动,10,文化娱乐,2014,天津,,,,,,,,,,,,,,,,,,,,,,,83,乐道互动,10,文化娱乐,2014,天津
83,斗鱼,10,文化娱乐,2014,武汉,,,,,,,,,,,,,,,,,,,,,,,83,斗鱼,10,文化娱乐,2014,武汉
83,货车帮,10,物流,2014,贵阳,,,,,,,,,,,,,,,,,,,,,,,83,货车帮,10,物流,2014,贵阳
83,优客工场,10,企业服务,2015,北京,,,,,,,,,,,,,,,,,,,,,,,83,优客工场,10,企业服务,2015,北京
83,映客,10,文化娱乐,2015,北京,,,,,,,,,,,,,,,,,,,,,,,83,映客,10,文化娱乐,2015,北京
83,碳云智能,10,大健康,2015,深圳,,,,,,,,,,,,,,,,,,,,,,,83,碳云智能,10,大健康,2015,深圳
83,360健康,10,大健康,2015,广州,,,,,,,,,,,,,,,,,,,,,,,83,360健康,10,大健康,2015,广州
